stress_score,positive_affect,negative_affect,clarity_rating,prior_adherence,prior_delta,age_band,stress_state_bucket
24,38,21,3,0.3,-4.22,18-25,Moderate
5,19,11,5,0.1,-7.77,26-40,Moderate
10,45,32,3,0.95,-8.78,41-60,Low
16,41,35,1,0.39,5.41,26-40,Moderate
11,16,10,1,0.69,0.12,26-40,Moderate
40,26,13,4,0.64,3.79,41-60,Moderate
23,43,43,3,0.07,7.2,26-40,Moderate
6,18,44,2,0.18,-8.54,18-25,Moderate
9,10,14,3,0.5,4.1,41-60,Moderate
26,31,27,2,0.48,3.07,26-40,Moderate
7,17,19,1,0.68,6.38,18-25,Moderate
8,27,39,3,0.69,8.69,18-25,Moderate
25,19,33,5,0.15,-9.56,18-25,Moderate
33,38,45,3,0.86,-7.53,26-40,Moderate
12,33,40,2,0.14,-7.35,26-40,Moderate
0,24,12,1,0.04,-0.15,41-60,Moderate
14,23,29,3,0.95,9.74,41-60,Moderate
23,19,43,4,0.19,-2.72,18-25,Moderate
14,27,16,3,0.06,6.02,26-40,Moderate
34,14,21,4,0.88,6.86,18-25,Moderate
8,45,41,3,0.78,-1.9,26-40,Low
31,46,41,3,0.76,0.46,41-60,Moderate
29,41,11,3,0.67,-3.91,26-40,Moderate
8,47,28,5,0.15,6.59,26-40,Low
40,16,20,1,0.65,-2.68,41-60,Moderate
21,49,29,4,0.63,0.08,18-25,Moderate
34,33,49,5,0.98,-5.15,41-60,Moderate
11,26,10,1,0.59,-5.85,41-60,Moderate
10,27,49,1,0.08,3.6,41-60,Moderate
11,50,38,5,0.61,2.57,41-60,Low
40,35,46,3,0.2,9.02,41-60,Moderate
14,22,35,5,0.18,-9.82,18-25,Moderate
37,21,33,5,0.49,-3.23,18-25,Moderate
38,21,48,3,0.63,-9.14,41-60,Moderate
18,40,34,4,0.32,-1.51,41-60,Moderate
36,12,25,2,0.5,0.89,18-25,Moderate
14,41,30,1,0.47,9.43,26-40,Moderate
30,21,30,4,0.2,-7.71,41-60,Moderate
17,31,17,2,0.06,7.05,41-60,Moderate
17,36,25,5,0.85,2.52,41-60,Moderate
36,31,23,1,0.67,-9.01,18-25,Moderate
5,12,43,5,0.91,9.47,41-60,Moderate
14,41,30,1,0.56,-9.73,18-25,Moderate
22,44,46,3,0.91,4.35,26-40,Moderate
24,46,49,5,0.87,4.93,41-60,Moderate
39,43,28,3,0.72,-2.19,41-60,Moderate
25,28,39,4,0.35,-0.98,41-60,Moderate
6,27,30,1,0.52,-9.34,18-25,Moderate
7,10,16,3,0.99,-3.55,26-40,Moderate
10,47,50,2,0.38,7.18,41-60,Moderate
27,42,20,3,0.91,8.77,18-25,Moderate
20,31,46,4,0.88,-5.83,26-40,Moderate
12,12,22,4,0.83,-0.96,26-40,Moderate
20,16,26,1,0.64,1.76,18-25,Moderate
8,22,46,1,0.92,3.07,18-25,Moderate
6,23,15,2,0.35,0.5,41-60,Moderate
5,17,33,3,0.31,-7.47,26-40,Moderate
8,21,19,2,0.41,-0.03,26-40,Moderate
22,15,33,1,0.46,6.97,26-40,Moderate
30,50,39,2,0.35,3.6,41-60,High
40,49,34,1,0.18,8.83,26-40,High
3,38,47,4,0.43,-7.13,41-60,Low
31,42,22,3,0.22,-0.36,18-25,Moderate
13,20,48,2,0.99,7.58,18-25,Moderate
31,23,38,2,0.85,1.85,41-60,High
39,19,37,3,0.48,6.7,41-60,Moderate
20,10,38,3,0.3,7.21,18-25,Moderate
8,40,26,3,0.42,0.21,18-25,Low
22,15,39,2,0.84,3.54,18-25,Moderate
26,21,22,5,0.89,-3.07,41-60,Moderate
30,22,21,3,0.46,0.32,26-40,Moderate
40,49,50,4,0.67,1.49,26-40,Moderate
20,21,22,2,0.31,-5.1,26-40,Moderate
16,33,43,3,0.62,5.74,41-60,Moderate
7,30,46,2,0.64,-1.72,41-60,Moderate
4,41,25,1,0.37,3.95,18-25,Moderate
39,46,23,3,0.68,-5.66,18-25,Moderate
25,18,10,3,0.33,0.71,26-40,Moderate
5,19,42,4,0.65,-2.2,26-40,Moderate
17,37,13,5,0.79,-6.58,26-40,Moderate
15,11,45,1,0.87,0.49,41-60,Moderate
0,20,33,2,0.79,-6.64,26-40,Moderate
21,45,36,2,0.96,-6.84,26-40,Moderate
6,21,12,5,0.3,-7.36,41-60,Moderate
6,16,41,2,0.57,1.69,18-25,Moderate
8,47,39,5,0.67,-2.23,41-60,Low
19,20,35,4,0.06,-1.83,41-60,Moderate
10,17,38,2,0.53,-7.31,41-60,Moderate
16,41,20,2,0.79,-2.03,26-40,Moderate
28,43,25,1,0.92,7.05,18-25,Moderate
24,32,43,3,0.93,9.39,26-40,Moderate
31,38,18,2,0.15,-3.77,18-25,Moderate
4,17,41,2,0.1,-1.38,41-60,Moderate
40,25,30,2,0.43,-7.73,26-40,Moderate
7,28,49,3,0.41,-0.17,41-60,Moderate
39,24,13,5,0.61,4.47,26-40,Moderate
22,22,26,1,0.04,1.36,18-25,Moderate
21,46,28,3,0.46,9.63,26-40,Moderate
1,48,46,1,0.47,0.28,41-60,Moderate
24,37,11,1,0.48,7.18,18-25,Moderate
17,12,46,1,0.38,-7.34,26-40,Moderate
1,42,21,5,0.54,-8.25,26-40,Low
4,18,22,4,0.63,3.48,41-60,Moderate
3,30,18,2,0.73,9.31,41-60,Moderate
5,10,37,2,0.23,-9.24,18-25,Moderate
6,46,41,5,0.34,3.52,18-25,Low
13,20,28,2,1.0,-2.26,41-60,Moderate
27,49,25,2,0.02,0.44,41-60,Moderate
27,21,25,5,0.28,-2.13,26-40,Moderate
19,35,35,1,0.8,-0.96,26-40,Moderate
1,16,45,5,0.71,0.25,18-25,Moderate
30,12,11,3,0.22,-2.82,26-40,Moderate
6,14,43,1,0.79,-2.71,18-25,Moderate
36,12,30,1,0.89,0.04,41-60,Moderate
4,26,46,1,0.86,-5.74,26-40,Moderate
39,31,38,2,0.73,-9.14,26-40,High
6,39,28,4,0.02,0.53,41-60,Low
25,37,48,1,0.2,6.45,41-60,Moderate
19,19,21,1,0.82,-5.99,26-40,Moderate
3,13,18,2,0.89,-1.25,18-25,Moderate
31,21,44,4,0.92,3.69,26-40,Moderate
12,42,41,3,0.19,-3.38,18-25,Low
1,27,22,5,0.92,-2.11,18-25,Moderate
28,31,45,1,0.21,4.31,18-25,High
33,43,42,4,0.28,1.02,41-60,Moderate
19,35,24,2,0.61,-2.16,26-40,Moderate
14,42,26,4,0.74,0.26,41-60,Moderate
23,46,16,4,0.27,8.72,26-40,Moderate
21,39,39,4,0.43,-7.46,41-60,Moderate
24,23,23,2,0.93,3.04,41-60,Moderate
17,45,30,5,0.37,5.22,26-40,Moderate
14,10,25,4,1.0,-9.02,41-60,Moderate
4,48,22,4,0.57,-7.0,41-60,Low
22,30,30,5,0.13,6.23,41-60,Moderate
11,23,21,3,0.1,-2.3,41-60,Moderate
4,15,32,3,0.33,-1.77,26-40,Moderate
20,29,10,1,0.21,-6.74,18-25,Moderate
25,37,43,2,0.54,-5.9,41-60,Moderate
37,34,32,5,0.53,0.22,26-40,Moderate
3,42,21,1,0.79,5.38,26-40,Moderate
6,17,42,1,0.94,1.6,41-60,Moderate
32,10,47,5,0.65,-6.44,18-25,Moderate
11,19,43,4,0.86,-6.04,18-25,Moderate
35,45,32,3,0.26,3.42,18-25,Moderate
0,14,42,3,0.17,9.69,18-25,Moderate
14,45,42,3,0.83,2.7,41-60,Moderate
32,50,38,1,0.92,-7.93,41-60,High
39,10,39,4,0.49,-2.67,41-60,Moderate
8,14,20,3,0.73,3.66,41-60,Moderate
32,47,17,1,0.47,7.38,18-25,Moderate
18,11,20,3,0.16,2.83,26-40,Moderate
21,44,30,1,0.14,-1.09,41-60,Moderate
19,15,45,3,0.54,-8.95,18-25,Moderate
34,45,17,2,0.03,-0.98,18-25,Moderate
6,11,10,2,0.02,-6.97,41-60,Moderate
23,14,30,4,0.1,3.84,26-40,Moderate
32,19,18,1,0.37,-2.49,26-40,Moderate
27,32,41,4,0.03,8.64,18-25,Moderate
13,48,45,2,0.34,-8.46,26-40,Moderate
36,50,34,4,0.12,-5.1,26-40,Moderate
17,13,45,3,0.6,-3.15,26-40,Moderate
22,44,15,2,0.4,1.86,41-60,Moderate
14,36,41,4,0.56,3.39,41-60,Moderate
21,36,24,5,0.19,1.21,18-25,Moderate
12,35,12,5,0.07,-1.62,26-40,Low
35,15,20,2,0.48,-0.62,41-60,Moderate
33,31,38,4,0.42,7.28,18-25,Moderate
9,18,30,5,0.41,-7.77,26-40,Moderate
30,43,44,1,0.34,-4.67,41-60,High
7,23,43,3,0.77,-7.79,18-25,Moderate
20,41,20,2,0.93,5.8,26-40,Moderate
16,23,34,3,0.69,-5.46,41-60,Moderate
11,47,27,2,0.11,4.1,26-40,Moderate
14,35,21,1,0.68,-5.05,41-60,Moderate
32,38,40,5,0.33,-7.49,18-25,Moderate
34,28,22,3,0.2,1.64,26-40,Moderate
37,40,45,4,0.75,-3.9,26-40,Moderate
6,25,14,4,0.56,-6.68,18-25,Moderate
27,28,16,4,0.28,-5.79,26-40,Moderate
15,48,27,1,0.55,9.58,26-40,Moderate
29,20,31,5,0.78,7.83,26-40,Moderate
23,45,32,4,0.02,-1.85,18-25,Moderate
28,45,22,1,0.8,5.27,41-60,Moderate
2,34,34,4,0.91,0.71,18-25,Low
10,35,23,2,0.1,-5.19,41-60,Moderate
25,29,18,1,0.96,-9.88,26-40,Moderate
19,23,31,5,0.55,-1.54,18-25,Moderate
31,29,49,4,0.98,9.23,26-40,Moderate
12,50,15,5,0.89,-1.68,18-25,Low
5,42,24,5,0.81,-4.78,18-25,Low
16,25,44,5,0.2,5.16,26-40,Moderate
33,43,36,3,0.94,1.31,41-60,Moderate
35,14,29,4,0.84,8.73,41-60,Moderate
24,34,39,3,0.23,-8.4,26-40,Moderate
19,44,31,3,0.75,-2.5,18-25,Moderate
5,26,37,2,0.65,-2.88,18-25,Moderate
9,30,43,5,0.92,-1.02,41-60,Moderate
0,30,32,1,1.0,-3.03,26-40,Moderate
21,13,10,3,0.85,-5.17,18-25,Moderate
35,38,14,5,0.35,6.64,41-60,Moderate
15,25,45,1,0.98,7.53,26-40,Moderate
19,14,45,5,0.35,-1.31,26-40,Moderate
17,11,25,5,0.54,-6.16,26-40,Moderate
16,13,13,3,0.03,-2.38,26-40,Moderate
10,34,37,1,0.75,-8.99,41-60,Moderate
30,28,27,1,0.55,2.89,26-40,Moderate
11,50,43,1,0.94,1.73,41-60,Moderate
8,15,11,1,0.03,-4.63,41-60,Moderate
28,49,35,3,0.27,-9.93,18-25,Moderate
13,48,16,2,0.23,2.44,41-60,Moderate
0,47,22,2,0.92,-2.37,26-40,Moderate
5,47,42,4,0.93,-2.03,18-25,Low
14,32,45,1,0.57,9.74,41-60,Moderate
2,23,26,2,0.73,-5.71,18-25,Moderate
40,49,38,3,0.62,3.59,41-60,Moderate
14,24,25,1,0.4,-1.53,18-25,Moderate
2,45,13,3,0.89,-3.56,18-25,Low
15,18,20,3,0.83,4.34,26-40,Moderate
21,49,46,5,0.15,6.52,26-40,Moderate
39,19,27,4,0.43,-2.7,41-60,Moderate
31,50,12,3,0.62,-6.94,18-25,Moderate
10,19,48,4,0.25,4.68,18-25,Moderate
25,20,47,3,0.36,-7.52,26-40,Moderate
9,30,24,3,0.35,-9.13,18-25,Moderate
5,27,47,3,0.63,-1.09,18-25,Moderate
38,21,43,3,0.61,-8.62,41-60,Moderate
